MES,ID_EMPRESA,ID_CONTA_CONTABIL,DRE_TECWAY
12/2023,6,4.1.01.03.000003,-71.27766
12/2023,6,4.1.01.03.000004,-5.23185
12/2023,6,4.1.01.03.000006,-9.421
12/2023,6,4.1.01.03.000009,-128.66071
12/2023,6,4.1.01.03.000010,-21.73625
12/2023,6,4.1.01.04.000004,-18.71175
12/2023,6,4.1.01.05.000001,-0.03905
12/2023,6,4.1.01.05.000002,-1.3278
12/2023,6,4.1.01.05.000003,0.0
12/2023,6,4.1.01.05.000006,-2239.74035
12/2023,6,4.1.01.06.000001,-2.29
12/2023,6,4.1.01.06.000002,0.0
12/2023,6,4.1.01.06.000004,-115.34
12/2023,6,4.1.01.07.000007,-1.60184
12/2023,6,4.1.01.07.000012,-3.17934
12/2023,6,4.1.01.07.000013,-0.6
12/2023,6,4.1.01.07.000014,0.0
12/2023,6,4.1.01.08.000001,0.0
12/2023,6,4.1.01.08.000004,-902.30562
12/2023,6,4.1.01.08.000005,-0.362
12/2023,6,4.1.01.08.000006,4.9
12/2023,6,4.1.01.11.000002,-202.59025
12/2023,6,4.1.01.11.000008,-28.61
12/2023,6,4.1.01.11.000009,-6.34092
12/2023,6,4.1.01.11.000025,-1.2834
12/2023,6,5.1.01.01.000001,-70.1143
12/2023,6,5.1.01.01.000003,0.0
12/2023,6,5.1.01.01.000004,-2.27276
12/2023,6,5.1.01.01.000023,-8.41953
12/2023,6,5.1.01.01.000024,-6.37937
12/2023,6,5.1.01.02.000001,-23.57393
12/2023,6,5.1.01.02.000002,-6.85082
12/2023,6,5.1.01.02.000004,0.0
12/2023,6,5.1.01.02.000005,0.0
12/2023,6,5.1.01.02.000007,-0.09662
12/2023,6,5.1.01.03.000001,0.0
12/2023,6,5.1.01.03.000004,-0.90856
12/2023,6,5.1.01.03.000006,0.0
12/2023,6,5.1.01.03.000009,-2.876
12/2023,6,5.1.01.03.000010,0.0
12/2023,6,5.1.01.04.000001,0.0
12/2023,6,5.1.01.04.000002,0.0
12/2023,6,5.1.01.04.000004,0.0
12/2023,6,5.1.01.05.000001,-0.12199
12/2023,6,5.1.01.05.000002,0.0
12/2023,6,5.1.01.05.000006,0.0
12/2023,6,5.1.01.05.000009,-0.235
12/2023,6,5.1.01.06.000004,0.0
12/2023,6,5.1.01.06.000007,0.0
12/2023,6,5.1.01.07.000007,-0.43278
12/2023,6,5.1.01.07.000012,0.0
12/2023,6,5.1.01.08.000001,0.0
12/2023,6,5.1.01.08.000004,0.0
12/2023,6,5.1.01.08.000005,0.0
12/2023,6,5.1.01.11.000001,0.0
12/2023,6,5.1.01.11.000002,0.0
12/2023,6,5.1.01.11.000005,0.0
12/2023,6,5.1.01.11.000006,-0.18671
12/2023,6,5.1.01.11.000007,-0.85765
12/2023,6,5.1.01.11.000008,-15.36264
12/2023,6,5.1.01.11.000009,0.0
12/2023,6,5.1.01.11.000012,0.0
12/2023,6,5.1.01.11.000014,-0.0001
12/2023,6,5.1.01.11.000015,0.0
12/2023,6,5.1.01.11.000016,-99.00214
12/2023,6,5.1.01.11.000017,-304.15166
12/2023,6,5.1.01.11.000021,-0.1065
12/2023,6,5.1.01.11.000022,0.0
12/2023,6,5.1.01.11.000025,-0.33535
12/2023,6,5.1.01.11.000027,-0.15161
12/2023,6,5.1.01.12.000001,0.0
12/2023,6,5.1.01.12.000009,0.0
12/2023,6,5.1.01.12.000011,0.0
12/2023,6,5.1.01.12.000020,0.0
12/2023,6,5.1.03.01.000004,-1163.46906
12/2023,6,5.1.04.01.000001,-17.78977
12/2023,6,5.1.04.01.000004,-216.50262
12/2023,6,5.1.04.01.000005,-1e-05
12/2023,6,5.1.04.01.000006,-0.05598
12/2023,6,5.1.04.01.000013,0.0
12/2023,6,5.1.04.01.000014,-426.51595
12/2023,6,5.1.04.02.000001,0.07335
12/2023,6,5.1.04.02.000002,0.40101
12/2023,6,5.2.01.01.000001,-376.99781
12/2023,7,3.1.01.01.000005,15007.44157
12/2023,7,3.1.02.01.000001,-2.42954
12/2023,7,3.2.01.01.000003,52.0
12/2023,7,3.2.01.02.000003,4.07456
12/2023,7,4.1.02.01.000001,-192.95878
12/2023,7,4.1.02.01.000003,-2.32268
12/2023,7,4.1.02.01.000009,-8.66528
12/2023,7,4.1.02.01.000010,-19.06687
12/2023,7,4.1.02.02.000001,-68.88107
12/2023,7,4.1.02.02.000002,-19.14495
12/2023,7,4.1.02.02.000003,-0.94739
12/2023,7,4.1.02.02.000005,-13.48175
12/2023,7,4.1.02.02.000006,-18.62555
12/2023,7,4.1.02.02.000008,-1.2
12/2023,7,4.1.02.03.000004,-11.47453
12/2023,7,4.1.02.03.000006,-4.221
12/2023,7,4.1.02.03.000009,-42.4775
12/2023,7,4.1.02.03.000010,-5.16257
12/2023,7,4.1.02.03.000013,-0.3024
12/2023,7,4.1.02.05.000001,-11.19182
12/2023,7,4.1.02.05.000002,-3.9353
12/2023,7,4.1.02.05.000003,-2.77163
12/2023,7,4.1.02.05.000004,-0.63
12/2023,7,4.1.02.05.000005,-0.9403
12/2023,7,4.1.02.05.000006,-12334.53109
12/2023,7,4.1.02.05.000007,-0.89066
12/2023,7,4.1.02.05.000009,-22.08197
12/2023,7,4.1.02.06.000001,-9.5
12/2023,7,4.1.02.06.000004,-279.78187
12/2023,7,4.1.02.07.000003,-50.9895
12/2023,7,4.1.02.07.000004,-1.67347
12/2023,7,4.1.02.07.000007,-0.45112
12/2023,7,4.1.02.07.000010,-23.21445
12/2023,7,4.1.02.07.000016,-146.2301
12/2023,7,4.1.02.08.000001,-10.69985
12/2023,7,4.1.02.08.000005,-36.75181
12/2023,7,5.1.01.05.000005,-0.12
12/2023,7,5.1.01.05.000009,-0.345
12/2023,7,5.1.01.07.000007,-3.20879
12/2023,7,5.1.01.11.000005,-0.9
12/2023,7,5.1.01.11.000006,-5.57946
12/2023,7,5.1.01.11.000007,-1.24526
12/2023,7,5.1.01.11.000008,-5.33771
12/2023,7,5.1.01.11.000016,-0.858
12/2023,7,5.1.01.11.000017,-3.952
12/2023,7,5.1.01.13.000001,-11.94444
12/2023,7,5.1.04.01.000001,-26.03482
12/2023,7,5.1.04.01.000002,-153.46516
12/2023,7,5.1.04.01.000004,-204.18527
12/2023,7,5.1.04.01.000005,-18.35629
12/2023,7,5.1.04.01.000006,-7.86394
12/2023,7,5.1.04.01.000014,-106.24827
12/2023,7,5.1.04.02.000001,0.08877
12/2023,7,5.1.04.02.000002,1.09585
12/2023,7,5.1.04.02.000003,0.32101
12/2023,7,5.2.01.01.000001,-103.82337
12/2023,7,5.9.01.01.000001,-100.6458
12/2023,7,5.9.01.02.000001,-255.57168
12/2023,999,3.1.01.01.000002,989.97262
12/2023,999,3.1.01.01.000003,15.985
12/2023,999,3.1.01.01.000004,237.1551
12/2023,999,3.1.01.01.000006,28.36956
12/2023,999,3.1.01.01.000008,0.0
12/2023,999,3.1.01.01.000009,0.0
12/2023,999,3.1.01.01.000010,0.0
12/2023,999,3.1.01.01.000011,0.0
12/2023,999,3.1.01.01.000012,0.0
12/2023,999,3.1.01.01.000013,113915.22587
12/2023,999,3.1.02.01.000001,0.0
12/2023,999,3.1.02.02.000005,0.0
12/2023,999,3.1.02.02.000008,0.0
12/2023,999,3.1.02.02.000010,-50.29787
12/2023,999,3.1.02.02.000011,0.0
12/2023,999,3.1.02.02.000012,0.0
12/2023,999,3.1.02.02.000013,-5.68563
12/2023,999,3.1.02.02.000014,-3.05491
12/2023,999,3.1.03.01.000007,0.0
12/2023,999,3.1.03.01.000011,0.0
12/2023,999,3.1.03.02.000003,0.0
12/2023,999,3.2.01.01.000001,8873.9
12/2023,999,3.2.01.01.000005,23.512
12/2023,999,3.2.01.02.000001,1164.09084
12/2023,999,3.2.01.02.000002,0.0
12/2023,999,3.2.01.02.000003,119.625
12/2023,999,3.2.01.02.000004,0.0
12/2023,999,4.1.01.01.000001,-1748.23832
12/2023,999,4.1.01.01.000002,-12.29638
12/2023,999,4.1.01.01.000003,-172.95081
12/2023,999,4.1.01.01.000007,0.0
12/2023,999,4.1.01.01.000009,-153.02609
12/2023,999,4.1.01.01.000010,-139.63772
12/2023,999,4.1.01.02.000001,-558.25242
12/2023,999,4.1.01.02.000002,-165.40407
12/2023,999,4.1.01.02.000003,-52.41904
12/2023,999,4.1.01.02.000004,0.0
12/2023,999,4.1.01.02.000005,0.0
12/2023,999,4.1.01.02.000007,-5.946
12/2023,999,4.1.01.03.000001,-225.71563
12/2023,999,4.1.01.03.000003,0.0
12/2023,999,4.1.01.03.000004,-74.16558
12/2023,999,4.1.01.03.000005,-63.35008
12/2023,999,4.1.01.03.000006,-17.891
12/2023,999,4.1.01.03.000008,-7.198
12/2023,999,4.1.01.03.000009,-270.17775
12/2023,999,4.1.01.03.000010,-28.50153
12/2023,999,4.1.01.03.000013,-0.05353
12/2023,999,4.1.01.04.000002,-2.16493
12/2023,999,4.1.01.04.000004,-224.82531
12/2023,999,4.1.01.05.000001,-20.67631
12/2023,999,4.1.01.05.000002,-24.59904
12/2023,999,4.1.01.05.000003,-7.05292
12/2023,999,4.1.01.05.000004,-42.37558
12/2023,999,4.1.01.05.000005,-11.21656
12/2023,999,4.1.01.05.000006,-2114.97757
12/2023,999,4.1.01.05.000007,-473.787
12/2023,999,4.1.01.05.000008,0.0
12/2023,999,4.1.01.06.000001,-163.54744
12/2023,999,4.1.01.06.000002,-108.20553
12/2023,999,4.1.01.06.000003,0.0
12/2023,999,4.1.01.06.000004,-515.78026
12/2023,999,4.1.01.07.000001,-3.71483
12/2023,999,4.1.01.07.000002,-0.57148
12/2023,999,4.1.01.07.000003,-235.25904
12/2023,999,4.1.01.07.000004,-385.73573
12/2023,999,4.1.01.07.000005,-72.10545
12/2023,999,4.1.01.07.000006,-34.2
12/2023,999,4.1.01.07.000007,-15.58606
12/2023,999,4.1.01.07.000008,-2.71791
12/2023,999,4.1.01.07.000009,0.0
12/2023,999,4.1.01.07.000010,0.0
12/2023,999,4.1.01.07.000011,-68.80376
12/2023,999,4.1.01.07.000012,-24.55639
12/2023,999,4.1.01.07.000013,-133.87734
12/2023,999,4.1.01.07.000014,-650.51342
12/2023,999,4.1.01.07.000015,0.0
12/2023,999,4.1.01.07.000016,-87.0
12/2023,999,4.1.01.07.000017,-8.5
12/2023,999,4.1.01.07.000018,0.0
12/2023,999,4.1.01.07.000019,-1.18468
12/2023,999,4.1.01.07.000020,-10.32
12/2023,999,4.1.01.08.000001,-66.54384
12/2023,999,4.1.01.08.000002,-27.47579
12/2023,999,4.1.01.08.000003,-2.60116
12/2023,999,4.1.01.08.000004,-7769.05268
12/2023,999,4.1.01.08.000005,-132.25639
12/2023,999,4.1.01.09.000004,-204.20039
12/2023,999,4.1.01.10.000001,-2.738
12/2023,999,4.1.01.10.000003,0.0
12/2023,999,4.1.01.10.000004,-0.583
12/2023,999,4.1.01.10.000005,-0.66
12/2023,999,4.1.01.11.000002,-1528.11057
12/2023,999,4.1.01.11.000003,0.0
12/2023,999,4.1.01.11.000004,0.0
12/2023,999,4.1.01.11.000007,-0.06286
12/2023,999,4.1.01.11.000009,-201.9695
12/2023,999,4.1.01.11.000010,-20.7
12/2023,999,4.1.01.11.000017,0.0
12/2023,999,4.1.01.11.000019,0.0
12/2023,999,4.1.01.11.000020,-85.69837
12/2023,999,4.1.01.11.000021,0.0
12/2023,999,4.1.01.11.000025,-14.563
12/2023,999,4.1.01.11.000026,0.0
12/2023,999,4.1.01.12.000001,-73.47707
12/2023,999,4.1.01.12.000002,-10.9021
12/2023,999,4.1.01.13.000001,-1.57223
12/2023,999,4.1.01.13.000002,0.0
12/2023,999,4.1.01.13.000003,0.0
12/2023,999,4.1.01.13.000004,0.0
12/2023,999,4.1.01.13.000005,0.0
12/2023,999,5.1.01.01.000001,-1066.00679
12/2023,999,5.1.01.01.000003,0.0
12/2023,999,5.1.01.01.000004,-72.25252
12/2023,999,5.1.01.01.000008,-1.72071
12/2023,999,5.1.01.01.000012,0.0
12/2023,999,5.1.01.01.000020,0.0
12/2023,999,5.1.01.01.000021,0.0
12/2023,999,5.1.01.01.000022,0.0
12/2023,999,5.1.01.01.000023,-91.67491
12/2023,999,5.1.01.01.000024,-75.27387
12/2023,999,5.1.01.02.000001,-364.32075
12/2023,999,5.1.01.02.000002,-93.36959
12/2023,999,5.1.01.02.000003,-10.61307
12/2023,999,5.1.01.02.000006,0.0
12/2023,999,5.1.01.02.000007,-5.9775
12/2023,999,5.1.01.02.000020,0.0
12/2023,999,5.1.01.02.000021,0.0
12/2023,999,5.1.01.02.000022,0.0
12/2023,999,5.1.01.03.000001,-8.77945
12/2023,999,5.1.01.03.000004,-41.09375
12/2023,999,5.1.01.03.000006,0.0
12/2023,999,5.1.01.03.000008,0.0
12/2023,999,5.1.01.03.000009,-111.32967
12/2023,999,5.1.01.03.000010,-35.08815
12/2023,999,5.1.01.03.000012,0.0
12/2023,999,5.1.01.03.000013,-0.13991
12/2023,999,5.1.01.03.000014,0.0
12/2023,999,5.1.01.04.000001,-0.8
12/2023,999,5.1.01.04.000002,-30.0038
12/2023,999,5.1.01.04.000003,0.0
12/2023,999,5.1.01.04.000004,-180.58861
12/2023,999,5.1.01.05.000001,-30.0267
12/2023,999,5.1.01.05.000002,-1.90238
12/2023,999,5.1.01.05.000003,0.0
12/2023,999,5.1.01.05.000004,-5.25622
12/2023,999,5.1.01.05.000005,-1.29058
12/2023,999,5.1.01.05.000006,-8.09187
12/2023,999,5.1.01.05.000007,-4.47219
12/2023,999,5.1.01.05.000009,-1.68975
12/2023,999,5.1.01.06.000001,-30.54127
12/2023,999,5.1.01.06.000002,0.0
12/2023,999,5.1.01.06.000003,0.0
12/2023,999,5.1.01.06.000004,0.0
12/2023,999,5.1.01.06.000005,-4.557
12/2023,999,5.1.01.06.000006,-173.39499
12/2023,999,5.1.01.06.000008,0.0
12/2023,999,5.1.01.07.000001,0.0
12/2023,999,5.1.01.07.000002,-0.09493
12/2023,999,5.1.01.07.000003,0.0
12/2023,999,5.1.01.07.000004,-1.77159
12/2023,999,5.1.01.07.000005,0.0
12/2023,999,5.1.01.07.000007,-2.41558
12/2023,999,5.1.01.07.000008,0.0
12/2023,999,5.1.01.07.000010,-1377.67474
12/2023,999,5.1.01.07.000014,0.0
12/2023,999,5.1.01.07.000015,-3.96
12/2023,999,5.1.01.07.000020,0.0
12/2023,999,5.1.01.07.000021,0.0
12/2023,999,5.1.01.08.000001,-0.134
12/2023,999,5.1.01.08.000002,0.0
12/2023,999,5.1.01.08.000003,0.0
12/2023,999,5.1.01.08.000004,0.0
12/2023,999,5.1.01.08.000005,0.0
12/2023,999,5.1.01.09.000001,0.0
12/2023,999,5.1.01.09.000003,-38.0
12/2023,999,5.1.01.09.000008,0.0
12/2023,999,5.1.01.10.000002,0.0
12/2023,999,5.1.01.10.000003,0.0
12/2023,999,5.1.01.10.000004,0.0
12/2023,999,5.1.01.11.000001,0.0
12/2023,999,5.1.01.11.000003,-12.6935
12/2023,999,5.1.01.11.000004,0.0
12/2023,999,5.1.01.11.000006,-42.02798
12/2023,999,5.1.01.11.000007,-148.84787
12/2023,999,5.1.01.11.000008,-22.09418
12/2023,999,5.1.01.11.000012,0.0
12/2023,999,5.1.01.11.000013,0.0
12/2023,999,5.1.01.11.000014,0.0
12/2023,999,5.1.01.11.000015,0.0
12/2023,999,5.1.01.11.000021,-68.67864
12/2023,999,5.1.01.11.000022,0.0
12/2023,999,5.1.01.11.000025,-0.175
12/2023,999,5.1.01.11.000026,0.0
12/2023,999,5.1.01.11.000027,0.0
12/2023,999,5.1.01.11.000031,0.0
12/2023,999,5.1.01.12.000003,0.0
12/2023,999,5.1.01.12.000008,0.0
12/2023,999,5.1.01.12.000009,0.0
12/2023,999,5.1.01.12.000019,0.0
12/2023,999,5.1.01.13.000001,-29.18692
12/2023,999,5.1.01.14.000001,-1744.14434
12/2023,999,5.1.01.14.000002,-5722.78285
12/2023,999,5.1.02.01.000006,0.0
12/2023,999,5.1.02.01.000009,-2613.0349
12/2023,999,5.1.02.01.000010,-1926.83646
12/2023,999,5.1.02.01.000011,0.0
12/2023,999,5.1.03.01.000001,-141.90742
12/2023,999,5.1.03.01.000002,-7.99056
12/2023,999,5.1.03.01.000003,-157.56588
12/2023,999,5.1.03.01.000004,-47536.1638
12/2023,999,5.1.03.01.000005,-69.75696
12/2023,999,5.1.03.01.000007,-0.62658
12/2023,999,5.1.03.02.000001,-29.77932
12/2023,999,5.1.04.01.000001,-72.94802
12/2023,999,5.1.04.01.000002,0.0
12/2023,999,5.1.04.01.000004,-6233.38968
12/2023,999,5.1.04.01.000005,-1.87974
12/2023,999,5.1.04.01.000006,-102.88479
12/2023,999,5.1.04.01.000007,0.0
12/2023,999,5.1.04.01.000010,0.0
12/2023,999,5.1.04.01.000011,-656.171
12/2023,999,5.1.04.01.000014,-13386.00206
12/2023,999,5.1.04.01.000015,-72.47413
12/2023,999,5.1.04.01.000016,-50.4
12/2023,999,5.1.04.01.000017,-48.29977
12/2023,999,5.1.04.02.000001,342.40343
12/2023,999,5.1.04.02.000002,61.12382
12/2023,999,5.1.04.02.000003,2.91396
12/2023,999,5.2.01.01.000001,-0.0
12/2023,999,5.9.01.01.000001,-230.17834
12/2023,999,5.9.01.01.000002,-1892.63191
12/2023,999,5.9.01.02.000001,-615.38428
12/2023,999,5.9.01.02.000002,-5233.31087
12/2024,6,3.1.01.01.000002,6989.26519
12/2024,6,3.1.01.01.000003,0.0
12/2024,6,3.1.02.02.000002,0.0
12/2024,6,3.1.02.02.000003,0.0
12/2024,6,3.1.02.02.000004,0.0
12/2024,6,3.1.02.02.000009,0.0
12/2024,6,3.1.02.02.000010,-139.78531
12/2024,6,3.1.03.02.000003,0.0
12/2024,6,3.2.01.01.000001,0.0
12/2024,6,4.1.01.01.000001,-1145.43151
12/2024,6,4.1.01.01.000002,-21.0205
12/2024,6,4.1.01.01.000003,-36.1506
12/2024,6,4.1.01.01.000008,-0.0322
12/2024,6,4.1.01.01.000009,-105.04153
12/2024,6,4.1.01.01.000010,-41.75901
12/2024,6,4.1.01.02.000001,-364.96621
12/2024,6,4.1.01.02.000002,-113.47158
12/2024,6,4.1.01.02.000003,0.0
12/2024,6,4.1.01.02.000004,0.0
12/2024,6,4.1.01.02.000006,-49.16628
12/2024,6,4.1.01.02.000007,0.0
12/2024,6,4.1.01.03.000001,-69.38791
12/2024,6,4.1.01.03.000003,-87.33966
12/2024,6,4.1.01.03.000004,-2.46758
12/2024,6,4.1.01.03.000006,-13.44
12/2024,6,4.1.01.03.000009,-89.78257
12/2024,6,4.1.01.03.000010,-6.972
12/2024,6,4.1.01.04.000004,-14.94666
12/2024,6,4.1.01.05.000001,-1.20195
12/2024,6,4.1.01.05.000002,0.0
12/2024,6,4.1.01.05.000003,-3.60884
12/2024,6,4.1.01.05.000006,-2289.87513
12/2024,6,4.1.01.06.000001,-4.752
12/2024,6,4.1.01.06.000002,0.0
12/2024,6,4.1.01.06.000004,0.0
12/2024,6,4.1.01.07.000007,-1.00619
12/2024,6,4.1.01.07.000012,-1.37186
12/2024,6,4.1.01.07.000013,-0.6
12/2024,6,4.1.01.07.000014,0.0
12/2024,6,4.1.01.07.000018,-1.3
12/2024,6,4.1.01.08.000001,0.0
12/2024,6,4.1.01.08.000004,-435.58535
12/2024,6,4.1.01.08.000005,0.0
12/2024,6,4.1.01.08.000006,0.0
12/2024,6,4.1.01.11.000002,-8.99547
12/2024,6,4.1.01.11.000007,-0.66592
12/2024,6,4.1.01.11.000008,0.0
12/2024,6,4.1.01.11.000009,-2.97258
12/2024,6,4.1.01.11.000025,0.0
12/2024,6,5.1.01.01.000001,-59.43708
12/2024,6,5.1.01.01.000003,0.0
12/2024,6,5.1.01.01.000004,-30.94259
12/2024,6,5.1.01.01.000023,-6.36887
12/2024,6,5.1.01.01.000024,-2.38833
12/2024,6,5.1.01.02.000001,-21.28005
12/2024,6,5.1.01.02.000002,-6.84684
12/2024,6,5.1.01.02.000003,-11.69009
12/2024,6,5.1.01.02.000004,0.0
12/2024,6,5.1.01.02.000005,0.0
12/2024,6,5.1.01.02.000007,0.0
12/2024,6,5.1.01.03.000001,-5.08877
12/2024,6,5.1.01.03.000004,-3.78975
12/2024,6,5.1.01.03.000006,0.0
12/2024,6,5.1.01.03.000009,-7.25393
12/2024,6,5.1.01.03.000010,-6.44971
12/2024,6,5.1.01.04.000001,0.0
12/2024,6,5.1.01.04.000002,0.0
12/2024,6,5.1.01.04.000004,-2.38832
12/2024,6,5.1.01.05.000001,-1.2296
12/2024,6,5.1.01.05.000002,0.0
12/2024,6,5.1.01.05.000006,-1.01217
12/2024,6,5.1.01.05.000009,-0.2115
12/2024,6,5.1.01.06.000001,-11.03472
12/2024,6,5.1.01.06.000004,0.0
12/2024,6,5.1.01.06.000007,0.0
12/2024,6,5.1.01.07.000007,0.0
12/2024,6,5.1.01.07.000012,0.0
12/2024,6,5.1.01.08.000001,0.0
12/2024,6,5.1.01.08.000004,0.0
12/2024,6,5.1.01.08.000005,0.0
12/2024,6,5.1.01.11.000001,0.0
12/2024,6,5.1.01.11.000002,0.0
12/2024,6,5.1.01.11.000005,0.0
12/2024,6,5.1.01.11.000006,-7.5654
12/2024,6,5.1.01.11.000007,-0.28913
12/2024,6,5.1.01.11.000008,-17.11443
12/2024,6,5.1.01.11.000009,0.0
12/2024,6,5.1.01.11.000012,0.0
12/2024,6,5.1.01.11.000014,0.0
12/2024,6,5.1.01.11.000015,0.0
12/2024,6,5.1.01.11.000016,-17.45393
12/2024,6,5.1.01.11.000017,-80.39383
12/2024,6,5.1.01.11.000021,0.0
12/2024,6,5.1.01.11.000022,0.0
12/2024,6,5.1.01.11.000025,0.0
12/2024,6,5.1.01.11.000026,-0.31107
12/2024,6,5.1.01.11.000027,-0.17478
12/2024,6,5.1.01.12.000001,0.0
12/2024,6,5.1.01.12.000009,0.0
12/2024,6,5.1.01.12.000011,0.0
12/2024,6,5.1.01.12.000020,0.0
12/2024,6,5.1.01.13.000001,-9.53941
12/2024,6,5.1.03.01.000001,-0.62801
12/2024,6,5.1.03.01.000002,-0.10959
12/2024,6,5.1.03.01.000004,-410.24649
12/2024,6,5.1.03.01.000007,-0.09817
12/2024,6,5.1.04.01.000001,-38.58862
12/2024,6,5.1.04.01.000004,-163.54821
12/2024,6,5.1.04.01.000005,0.0
12/2024,6,5.1.04.01.000006,-0.01592
12/2024,6,5.1.04.01.000013,0.0
12/2024,6,5.1.04.01.000014,-393.70692
12/2024,6,5.1.04.02.000001,0.02578
12/2024,6,5.1.04.02.000002,2.74528
12/2024,6,5.2.01.01.000001,-0.0
12/2024,7,3.1.01.01.000005,16789.23343
12/2024,7,3.1.02.01.000001,0.0
12/2024,7,3.2.01.01.000003,88.0
12/2024,7,3.2.01.02.000002,17.32065
12/2024,7,3.2.01.02.000003,0.0
12/2024,7,4.1.02.01.000001,-225.66031
12/2024,7,4.1.02.01.000003,-0.8249
12/2024,7,4.1.02.01.000008,1.97084
12/2024,7,4.1.02.01.000009,-26.78086
12/2024,7,4.1.02.01.000010,-65.52996
12/2024,7,4.1.02.02.000001,-76.29239
12/2024,7,4.1.02.02.000002,-20.20229
12/2024,7,4.1.02.02.000003,0.0
12/2024,7,4.1.02.02.000005,0.0
12/2024,7,4.1.02.02.000006,0.0
12/2024,7,4.1.02.02.000007,-3.04
12/2024,7,4.1.02.02.000008,0.0
12/2024,7,4.1.02.03.000001,-0.59535
12/2024,7,4.1.02.03.000004,-24.896
12/2024,7,4.1.02.03.000005,-58.86603
12/2024,7,4.1.02.03.000006,-4.588
12/2024,7,4.1.02.03.000009,-50.3381
12/2024,7,4.1.02.03.000010,-11.61206
12/2024,7,4.1.02.03.000013,0.0
12/2024,7,4.1.02.04.000003,-1.71525
12/2024,7,4.1.02.04.000004,-3.32996
12/2024,7,4.1.02.05.000001,-12.65405
12/2024,7,4.1.02.05.000002,-4.84435
12/2024,7,4.1.02.05.000003,-0.051
12/2024,7,4.1.02.05.000004,-0.999
12/2024,7,4.1.02.05.000005,-1.9784
12/2024,7,4.1.02.05.000006,-13302.00526
12/2024,7,4.1.02.05.000007,0.0
12/2024,7,4.1.02.05.000009,-12.26676
12/2024,7,4.1.02.05.000010,-4.4786
12/2024,7,4.1.02.06.000001,-15.13085
12/2024,7,4.1.02.06.000004,0.0
12/2024,7,4.1.02.07.000003,-63.99314
12/2024,7,4.1.02.07.000004,-1.68375
12/2024,7,4.1.02.07.000006,-1.92
12/2024,7,4.1.02.07.000007,-0.50207
12/2024,7,4.1.02.07.000010,-11.9085
12/2024,7,4.1.02.07.000016,-142.08232
12/2024,7,4.1.02.08.000001,-23.8801
12/2024,7,4.1.02.08.000002,-1.202
12/2024,7,4.1.02.08.000005,-18.84371
12/2024,7,5.1.01.04.000002,-0.345
12/2024,7,5.1.01.04.000003,-0.1785
12/2024,7,5.1.01.05.000005,0.0
12/2024,7,5.1.01.05.000009,-0.37063
12/2024,7,5.1.01.07.000007,0.0
12/2024,7,5.1.01.07.000010,-2.4004
12/2024,7,5.1.01.07.000015,-2.4
12/2024,7,5.1.01.07.000021,-0.24899
12/2024,7,5.1.01.09.000003,-2.0
12/2024,7,5.1.01.09.000008,-15.74351
12/2024,7,5.1.01.11.000001,-5.96266
12/2024,7,5.1.01.11.000005,0.0
12/2024,7,5.1.01.11.000006,-3.64138
12/2024,7,5.1.01.11.000007,-1.07265
12/2024,7,5.1.01.11.000008,-0.29362
12/2024,7,5.1.01.11.000016,-1.452
12/2024,7,5.1.01.11.000017,-6.688
12/2024,7,5.1.01.11.000027,-0.1573
12/2024,7,5.1.01.13.000001,-5.0
12/2024,7,5.1.02.01.000009,-2162.0
12/2024,7,5.1.02.01.000010,-2162.0
12/2024,7,5.1.02.01.000011,2162.0
12/2024,7,5.1.04.01.000001,-41.56244
12/2024,7,5.1.04.01.000002,-0.22003
12/2024,7,5.1.04.01.000003,-261.25227
12/2024,7,5.1.04.01.000004,-91.91145
12/2024,7,5.1.04.01.000005,-5.02635
12/2024,7,5.1.04.01.000006,-3.18466
12/2024,7,5.1.04.01.000014,-28.52429
12/2024,7,5.1.04.02.000001,0.13799
12/2024,7,5.1.04.02.000002,30.87033
12/2024,7,5.1.04.02.000003,0.25264
12/2024,7,5.2.01.01.000001,0.0
12/2024,7,5.9.01.01.000001,0.0
12/2024,7,5.9.01.02.000001,0.0
12/2024,999,3.1.01.01.000002,0.0
12/2024,999,3.1.01.01.000003,106.50233
12/2024,999,3.1.01.01.000004,46.86187
12/2024,999,3.1.01.01.000006,7.57935
12/2024,999,3.1.01.01.000008,0.0
12/2024,999,3.1.01.01.000009,0.0
12/2024,999,3.1.01.01.000010,0.0
12/2024,999,3.1.01.01.000011,0.0
12/2024,999,3.1.01.01.000012,0.0
12/2024,999,3.1.01.01.000013,104046.58411
12/2024,999,3.1.02.01.000001,-187.5
12/2024,999,3.1.02.02.000004,0.0
12/2024,999,3.1.02.02.000005,0.0
12/2024,999,3.1.02.02.000008,0.0
12/2024,999,3.1.02.02.000010,-2.30357
12/2024,999,3.1.02.02.000011,0.0
12/2024,999,3.1.02.02.000012,0.0
12/2024,999,3.1.02.02.000013,-4.6625
12/2024,999,3.1.02.02.000014,-2.33127
12/2024,999,3.1.03.01.000007,0.0
12/2024,999,3.1.03.01.000011,0.0
12/2024,999,3.1.03.02.000001,0.0
12/2024,999,3.1.03.02.000003,0.0
12/2024,999,3.1.03.02.000004,0.0
12/2024,999,3.2.01.01.000001,11180.5
12/2024,999,3.2.01.01.000005,16.834
12/2024,999,3.2.01.02.000001,0.0
12/2024,999,3.2.01.02.000002,361.9646
12/2024,999,3.2.01.02.000003,340.21623
12/2024,999,3.2.01.02.000004,159.27169
